"No.","Time","Source","Destination","Protocol","Length","Info"
"1052","1.557501","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=895132 Ack=2741 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1053","1.557504","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Previous segment not captured] https(443)  >  54376 [ACK] Seq=898882 Ack=2741 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1054","1.557506","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=900132 Ack=2741 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1055","1.557588","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","433","[TCP Previous segment not captured] , Application Data"
"1056","1.557590","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","85","Application Data"
"1057","1.557591","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","204","Application Data"
"1058","1.557593","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","85","Application Data"
"1059","1.557721","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","66","[TCP Dup ACK 1047#1] 54376  >  https(443) [ACK] Seq=2741 Ack=881168 Win=131072 Len=0 SLE=886168 SRE=887418"
"1060","1.557899","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1047#2] 54376  >  https(443) [ACK] Seq=2741 Ack=881168 Win=131072 Len=0 SLE=892418 SRE=893668 SLE=886168 SRE=887418"
"1061","1.558038","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1047#3] 54376  >  https(443) [ACK] Seq=2741 Ack=881168 Win=131072 Len=0 SLE=892418 SRE=893882 SLE=886168 SRE=887418"
"1062","1.558153","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1047#4] 54376  >  https(443) [ACK] Seq=2741 Ack=881168 Win=131072 Len=0 SLE=892418 SRE=895132 SLE=886168 SRE=887418"
"1063","1.558294","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","[TCP Dup ACK 1047#5] 54376  >  https(443) [ACK] Seq=2741 Ack=881168 Win=131072 Len=0 SLE=892418 SRE=896382 SLE=886168 SRE=887418"
"1064","1.558437","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1047#6] 54376  >  https(443) [ACK] Seq=2741 Ack=881168 Win=131072 Len=0 SLE=898882 SRE=900132 SLE=892418 SRE=896382 SLE=886168 SRE=887418"
"1065","1.558562","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","[TCP Dup ACK 1047#7] 54376  >  https(443) [ACK] Seq=2741 Ack=881168 Win=131072 Len=0 SLE=898882 SRE=901382 SLE=892418 SRE=896382 SLE=886168 SRE=887418"
"1066","1.558679","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1047#8] 54376  >  https(443) [ACK] Seq=2741 Ack=881168 Win=131072 Len=0 SLE=904762 SRE=905141 SLE=898882 SRE=901382 SLE=892418 SRE=896382 SLE=886168 SRE=887418"
"1067","1.558804","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1047#9] 54376  >  https(443) [ACK] Seq=2741 Ack=881168 Win=131072 Len=0 SLE=904762 SRE=905172 SLE=898882 SRE=901382 SLE=892418 SRE=896382 SLE=886168 SRE=887418"
"1068","1.558963","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1047#10] 54376  >  https(443) [ACK] Seq=2741 Ack=881168 Win=131072 Len=0 SLE=904762 SRE=905322 SLE=898882 SRE=901382 SLE=892418 SRE=896382 SLE=886168 SRE=887418"
"1069","1.559085","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","[TCP Dup ACK 1047#11] 54376  >  https(443) [ACK] Seq=2741 Ack=881168 Win=131072 Len=0 SLE=904762 SRE=905353 SLE=898882 SRE=901382 SLE=892418 SRE=896382 SLE=886168 SRE=887418"
"1070","1.561649","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Fast Retransmission] https(443)  >  54376 [ACK] Seq=881168 Ack=2741 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1071","1.561652","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Retransmission] https(443)  >  54376 [ACK] Seq=882418 Ack=2741 Win=32768 Len=1250"
"1072","1.561654","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Retransmission] https(443)  >  54376 [ACK] Seq=883668 Ack=2741 Win=32768 Len=1250"
"1073","1.561750","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","54376  >  https(443) [ACK] Seq=2741 Ack=882418 Win=131072 Len=0 SLE=904762 SRE=905353 SLE=898882 SRE=901382 SLE=892418 SRE=896382 SLE=886168 SRE=887418"
"1074","1.561934","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","54376  >  https(443) [ACK] Seq=2741 Ack=883668 Win=131072 Len=0 SLE=904762 SRE=905353 SLE=898882 SRE=901382 SLE=892418 SRE=896382 SLE=886168 SRE=887418"
"1075","1.562062","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","90","54376  >  https(443) [ACK] Seq=2741 Ack=884918 Win=131072 Len=0 SLE=904762 SRE=905353 SLE=898882 SRE=901382 SLE=892418 SRE=896382 SLE=886168 SRE=887418"
"1076","1.562885","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Retransmission] https(443)  >  54376 [ACK] Seq=884918 Ack=2741 Win=32768 Len=1250"
"1077","1.562973","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","54376  >  https(443) [ACK] Seq=2741 Ack=887418 Win=131072 Len=0 SLE=904762 SRE=905353 SLE=898882 SRE=901382 SLE=892418 SRE=896382"
"1078","1.563869","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Retransmission] https(443)  >  54376 [ACK] Seq=887418 Ack=2741 Win=32768 Len=1250"
"1079","1.563873","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Retransmission] https(443)  >  54376 [ACK] Seq=888668 Ack=2741 Win=32768 Len=1250"
"1080","1.563875","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Retransmission] https(443)  >  54376 [ACK] Seq=889918 Ack=2741 Win=32768 Len=1250"
"1081","1.563877","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Retransmission] https(443)  >  54376 [ACK] Seq=891168 Ack=2741 Win=32768 Len=1250"
"1082","1.563879","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Retransmission] https(443)  >  54376 [ACK] Seq=896382 Ack=2741 Win=32768 Len=1250"
"1083","1.564014","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","54376  >  https(443) [ACK] Seq=2741 Ack=888668 Win=131072 Len=0 SLE=904762 SRE=905353 SLE=898882 SRE=901382 SLE=892418 SRE=896382"
"1084","1.564243","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","54376  >  https(443) [ACK] Seq=2741 Ack=889918 Win=131072 Len=0 SLE=904762 SRE=905353 SLE=898882 SRE=901382 SLE=892418 SRE=896382"
"1085","1.564453","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","82","54376  >  https(443) [ACK] Seq=2741 Ack=891168 Win=131072 Len=0 SLE=904762 SRE=905353 SLE=898882 SRE=901382 SLE=892418 SRE=896382"
"1086","1.564632","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","54376  >  https(443) [ACK] Seq=2741 Ack=896382 Win=131072 Len=0 SLE=904762 SRE=905353 SLE=898882 SRE=901382"
"1087","1.564783","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","74","54376  >  https(443) [ACK] Seq=2741 Ack=897632 Win=131072 Len=0 SLE=904762 SRE=905353 SLE=898882 SRE=901382"
"1088","1.566739","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Retransmission] https(443)  >  54376 [ACK] Seq=897632 Ack=2741 Win=32768 Len=1250"
"1089","1.566742","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Retransmission] https(443)  >  54376 [ACK] Seq=901382 Ack=2741 Win=32768 Len=1250"
"1090","1.566868","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","66","54376  >  https(443) [ACK] Seq=2741 Ack=901382 Win=131072 Len=0 SLE=904762 SRE=905353"
"1091","1.567031","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","66","54376  >  https(443) [ACK] Seq=2741 Ack=902632 Win=131072 Len=0 SLE=904762 SRE=905353"
"1092","1.567210","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","[TCP Retransmission] https(443)  >  54376 [ACK] Seq=902632 Ack=2741 Win=32768 Len=1250"
"1093","1.567212","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","934","[TCP Retransmission] https(443)  >  54376 [PSH, ACK] Seq=903882 Ack=2741 Win=32768 Len=880"
"1094","1.567291","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","66","54376  >  https(443) [ACK] Seq=2741 Ack=903882 Win=131072 Len=0 SLE=904762 SRE=905353"
"1095","1.567453","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=2741 Ack=905353 Win=131072 Len=0"
"1096","1.680781","eduroam-int-dhcp-97-88-25.ucl.ac.uk","a23-44-101-234.deploy.static.akamaitechnologies.com","TCP","66","54380  >  https(443) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1097","1.686147","a23-44-101-234.deploy.static.akamaitechnologies.com","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","66","https(443)  >  54380 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1250 SACK_PERM=1 WS=128"
"1098","1.686264","eduroam-int-dhcp-97-88-25.ucl.ac.uk","a23-44-101-234.deploy.static.akamaitechnologies.com","TCP","54","54380  >  https(443) [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1099","1.686901","eduroam-int-dhcp-97-88-25.ucl.ac.uk","a23-44-101-234.deploy.static.akamaitechnologies.com","TLSv1.2","571","Client Hello"
"1100","1.689860","a23-44-101-234.deploy.static.akamaitechnologies.com","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","54","https(443)  >  54380 [ACK] Seq=1 Ack=518 Win=30336 Len=0"
"1101","1.690412","a23-44-101-234.deploy.static.akamaitechnologies.com","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.2","206","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"1102","1.692540","eduroam-int-dhcp-97-88-25.ucl.ac.uk","a23-44-101-234.deploy.static.akamaitechnologies.com","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1103","1.693014","eduroam-int-dhcp-97-88-25.ucl.ac.uk","a23-44-101-234.deploy.static.akamaitechnologies.com","TCP","1304","54380  >  https(443) [ACK] Seq=569 Ack=153 Win=131072 Len=1250 [TCP segment of a reassembled PDU]"
"1104","1.693035","eduroam-int-dhcp-97-88-25.ucl.ac.uk","a23-44-101-234.deploy.static.akamaitechnologies.com","TCP","1304","54380  >  https(443) [ACK] Seq=1819 Ack=153 Win=131072 Len=1250 [TCP segment of a reassembled PDU]"
"1105","1.693047","eduroam-int-dhcp-97-88-25.ucl.ac.uk","a23-44-101-234.deploy.static.akamaitechnologies.com","TLSv1.2","898","Application Data"
"1106","1.697421","a23-44-101-234.deploy.static.akamaitechnologies.com","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","54","https(443)  >  54380 [ACK] Seq=153 Ack=1819 Win=33280 Len=0"
"1107","1.699516","a23-44-101-234.deploy.static.akamaitechnologies.com","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","54","https(443)  >  54380 [ACK] Seq=153 Ack=3913 Win=38656 Len=0"
"1108","1.699517","a23-44-101-234.deploy.static.akamaitechnologies.com","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.2","492","Application Data"
"1113","1.743462","eduroam-int-dhcp-97-88-25.ucl.ac.uk","a23-44-101-234.deploy.static.akamaitechnologies.com","TCP","54","54380  >  https(443) [ACK] Seq=3913 Ack=591 Win=130560 Len=0"
"1118","1.763772","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TLSv1.3","136","Application Data"
"1119","1.765748","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TLSv1.3","142","Application Data"
"1120","1.767293","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TLSv1.3","136","Application Data"
"1122","1.768717","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","54","https(443)  >  54376 [ACK] Seq=905353 Ack=2911 Win=32768 Len=0"
"1124","1.769197","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TLSv1.3","135","Application Data"
"1125","1.770677","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TLSv1.3","135","Application Data"
"1126","1.772027","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","54","https(443)  >  54376 [ACK] Seq=905353 Ack=3074 Win=32768 Len=0"
"1128","1.774146","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TLSv1.3","152","Application Data"
"1129","1.774344","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TLSv1.3","133","Application Data"
"1130","1.776485","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TLSv1.3","121","Application Data"
"1131","1.777647","eduroam-int-dhcp-97-88-25.ucl.ac.uk","cds.j3z9t3p6.hwcdn.net","TCP","66","54381  >  https(443) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1133","1.778312","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TLSv1.3","123","Application Data"
"1134","1.778465","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TLSv1.3","134","Application Data"
"1135","1.778592","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TLSv1.3","132","Application Data"
"1136","1.778722","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TLSv1.3","134","Application Data"
"1138","1.778829","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","54","https(443)  >  54376 [ACK] Seq=905353 Ack=3253 Win=32768 Len=0"
"1140","1.779607","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","54","https(443)  >  54376 [ACK] Seq=905353 Ack=3399 Win=32768 Len=0"
"1143","1.780438","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","66","https(443)  >  54381 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1250 SACK_PERM=1 WS=512"
"1144","1.780559","eduroam-int-dhcp-97-88-25.ucl.ac.uk","cds.j3z9t3p6.hwcdn.net","TCP","54","54381  >  https(443) [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1145","1.781933","eduroam-int-dhcp-97-88-25.ucl.ac.uk","cds.j3z9t3p6.hwcdn.net","TLSv1.3","571","Client Hello"
"1147","1.783259","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=905353 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1148","1.783264","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=906603 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1149","1.783265","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=907853 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1150","1.783266","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=909103 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1151","1.783267","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=910353 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1152","1.783268","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=911603 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1153","1.783269","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=912853 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1154","1.783390","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=3706 Ack=914103 Win=131072 Len=0"
"1155","1.784882","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=914103 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1156","1.784884","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=915353 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1157","1.784889","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=916603 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1158","1.784890","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=917853 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1159","1.784964","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=3706 Ack=919103 Win=131072 Len=0"
"1160","1.790565","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=919103 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1161","1.790568","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=920353 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1162","1.790574","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","210","Application Data"
"1163","1.790575","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=921759 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1164","1.790577","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=923009 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1165","1.790578","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=924259 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1166","1.790580","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=925509 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1167","1.790581","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=926759 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1168","1.790583","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=928009 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1169","1.790584","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=929259 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1170","1.790585","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=930509 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1171","1.790587","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=931759 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1172","1.790589","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=933009 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1173","1.790590","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=934259 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1174","1.790592","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=935509 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1175","1.790593","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","920","Application Data"
"1176","1.790594","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=937625 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1177","1.790596","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=938875 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1178","1.790598","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=940125 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1179","1.790599","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=941375 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1180","1.790600","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=942625 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1181","1.790602","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=943875 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1182","1.790604","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=945125 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1183","1.790872","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=3706 Ack=946375 Win=131072 Len=0"
"1184","1.791586","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=946375 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1185","1.791587","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=947625 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1186","1.791591","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=948875 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1187","1.791592","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=950125 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1188","1.791593","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=951375 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1189","1.791594","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=952625 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1190","1.791595","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","861","[TCP Previous segment not captured] , Application Data"
"1191","1.791596","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","85","Application Data"
"1192","1.791596","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=957560 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1193","1.791695","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","66","54376  >  https(443) [ACK] Seq=3706 Ack=953875 Win=131072 Len=0 SLE=956722 SRE=957529"
"1194","1.791820","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","66","[TCP Dup ACK 1193#1] 54376  >  https(443) [ACK] Seq=3706 Ack=953875 Win=131072 Len=0 SLE=956722 SRE=957560"
"1195","1.791917","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","66","[TCP Dup ACK 1193#2] 54376  >  https(443) [ACK] Seq=3706 Ack=953875 Win=131072 Len=0 SLE=956722 SRE=958810"
"1196","1.796521","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=958810 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1197","1.796523","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=960060 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"1198","1.796528","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=961310 Ack=3399 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
